Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,12654,2022-03-16,0.0494503608,-0.013192656,-0.014065232,21,100
Market-Adjusted Model,12655,2022-03-16,0.0005522487,-0.059122237,-0.062963344,21,100
Market-Adjusted Model,12656,2022-03-16,0.0435050848,-0.017197588,-0.020010508,21,100
Market-Adjusted Model,12657,2022-03-16,0.0405921338,-0.02221587,-0.022923459,21,100
Market-Adjusted Model,12658,2022-03-16,0.052823887,-0.008427653,-0.010691705,21,100
Market-Adjusted Model,12659,2022-03-16,0.0246622234,-0.037991084,-0.038853369,21,100
Market-Adjusted Model,12662,2022-03-16,-0.014556029,-0.073295643,-0.078071622,21,100
Market-Adjusted Model,12665,2022-03-16,-0.430886087,-0.510247453,-0.428926259,3,100
Market-Adjusted Model,12666,2022-03-16,-0.005150522,-0.069241033,-0.068666114,21,100
Market-Adjusted Model,12668,2022-03-16,-0.009740091,-0.073639504,-0.073255683,21,100
Market-Adjusted Model,12672,2022-03-16,0.0516049772,-0.013235448,-0.011910615,21,100
Market-Adjusted Model,12673,2022-03-16,-0.014015772,-0.076024124,-0.077531364,21,100
Market-Adjusted Model,12675,2022-03-16,-0.028753048,-0.092765647,-0.092268641,21,100
Market-Adjusted Model,12676,2022-03-16,-0.043463143,-0.108307488,-0.106978736,21,100
Market-Adjusted Model,12680,2022-03-16,-0.214092126,-0.291951323,-0.277607719,21,100
Market-Adjusted Model,12681,2022-03-16,0.1059813576,0.0384665494,0.0424657652,21,100
Market-Adjusted Model,12684,2022-03-16,0.0365394079,-0.020359329,-0.026976184,21,100
Market-Adjusted Model,12690,2022-03-16,-0.242472427,-0.305201572,-0.305988019,21,100
Market-Adjusted Model,12693,2022-03-16,0.0439087141,-0.02018551,-0.019606878,21,100
Market-Adjusted Model,12697,2022-03-16,0.0263929346,-0.027427391,-0.037122658,21,100
Market-Adjusted Model,12699,2022-03-16,-0.071707984,0.1763538505,-0.135223577,21,100
Market-Adjusted Model,12717,2022-03-16,0.0555654978,-0.00485558,-0.007950095,21,100
Market-Adjusted Model,12728,2022-03-16,-0.343851081,-0.385824472,-0.352991801,2,100
Market-Adjusted Model,12741,2022-03-16,0.0480564677,-0.015294785,-0.015459125,21,100
Market-Adjusted Model,12745,2022-03-16,0.0180180015,-0.032191676,-0.045497591,21,100
Market-Adjusted Model,12747,2022-03-16,0.0359776655,-0.027729273,-0.027537927,21,100
Market-Adjusted Model,12748,2022-03-16,-0.002085475,-0.065523355,-0.065601067,21,100
Market-Adjusted Model,12751,2022-03-16,-0.248855976,-0.315679127,-0.312371568,21,100
Market-Adjusted Model,12753,2022-03-16,0.0704063728,0.0048190019,0.0068907804,21,100
Market-Adjusted Model,12754,2022-03-16,0.0484485578,-0.010642004,-0.015067035,21,100
Market-Adjusted Model,12756,2022-03-16,0.0618940868,0.0054445193,-0.001621506,21,100
Market-Adjusted Model,12758,2022-03-16,-0.002736865,-0.066764777,-0.066252457,21,100
Market-Adjusted Model,12759,2022-03-16,-0.014665431,-0.069044763,-0.078181024,21,100
Market-Adjusted Model,12781,2022-03-16,0.0980221102,0.0320262709,0.0345065178,21,100
Market-Adjusted Model,12783,2022-03-16,-0.016746339,-0.077606996,-0.080261932,21,100
Market-Adjusted Model,12786,2022-03-16,0.0197739874,-0.006255165,-0.043741605,21,100
Market-Adjusted Model,12788,2022-03-16,0.3398058155,0.2470378743,0.2762902231,21,100
Market-Adjusted Model,12789,2022-03-16,0.010989016,0.0244193204,-0.052526576,21,100
Market-Adjusted Model,12796,2022-03-16,-0.087820998,-0.125079886,-0.15133659,21,100
Market-Adjusted Model,12799,2022-03-16,,,,21,100
Market-Adjusted Model,12826,2022-03-16,0.0532347225,-0.00589568,-0.01028087,21,100
Market-Adjusted Model,12828,2022-03-16,0.0617142764,-0.001483677,-0.001801316,21,100
Market-Adjusted Model,12832,2022-03-16,-0.030877924,-0.09521894,-0.094393517,21,100
Market-Adjusted Model,12839,2022-03-16,0.1022153549,0.0378144956,0.0386997625,21,100
Market-Adjusted Model,12840,2022-03-16,0.0320513437,-0.002130455,-0.031464249,21,100
Market-Adjusted Model,12841,2022-03-16,-0.015169232,-0.074778373,-0.078684824,21,100
Market-Adjusted Model,12842,2022-03-16,0.0521379132,-0.010962742,-0.011377679,21,100
Market-Adjusted Model,12844,2022-03-16,0.0392069742,-0.019753694,-0.024308618,21,100
Market-Adjusted Model,12847,2022-03-16,0.0623585454,-0.001306268,-0.001157047,21,100
Market-Adjusted Model,12852,2022-03-16,0.2240195287,0.1507127813,0.1605039363,21,100
Market-Adjusted Model,12867,2022-03-16,0.0474024669,-0.013569593,-0.016113126,21,100
Market-Adjusted Model,12868,2022-03-16,0.0772514895,0.0119590608,0.0137358971,21,100
Market-Adjusted Model,12870,2022-03-16,-0.002959777,-0.067051141,-0.06647537,21,100
Market-Adjusted Model,12871,2022-03-16,-0.020978999,-0.074998019,-0.084494591,21,100
Market-Adjusted Model,12872,2022-03-16,0.1378482336,0.069407285,0.0743326412,21,100
Market-Adjusted Model,12874,2022-03-16,0.0043727027,-0.059414022,-0.05914289,21,100
Market-Adjusted Model,12875,2022-03-16,0.0510843548,-0.01220607,-0.012431238,21,100
Market-Adjusted Model,12876,2022-03-16,0.0741199329,0.0091387853,0.0106043405,21,100
Market-Adjusted Model,12877,2022-03-16,0.1476923147,0.0819782804,0.0841767223,21,100
Market-Adjusted Model,12880,2022-03-16,0.0349090519,-0.01883666,-0.02860654,21,100
Market-Adjusted Model,12885,2022-03-16,0.1203694926,0.0541306396,0.0568539002,21,100
Market-Adjusted Model,12886,2022-03-16,-0.042173521,-0.09109521,-0.105689113,21,100
Market-Adjusted Model,12890,2022-03-16,-0.115671708,-0.18114579,-0.179187301,21,100
Market-Adjusted Model,12895,2022-03-16,0.0747563578,0.0093197281,0.0112407654,21,100
Market-Adjusted Model,12899,2022-03-16,-0.070227905,-0.136372899,-0.133743497,21,100
Market-Adjusted Model,12902,2022-03-16,0.009279441,-0.054114359,-0.054236151,21,100
Market-Adjusted Model,12904,2022-03-16,-0.033467201,-0.097845947,-0.096982793,21,100
Market-Adjusted Model,12905,2022-03-16,0.0586125299,0.0070615385,-0.004903062,21,100
Market-Adjusted Model,12912,2022-03-16,0.0709677539,0.0171481793,0.0074521615,21,100
Market-Adjusted Model,12913,2022-03-16,0.0108999859,-0.03753014,-0.052615606,21,100
Market-Adjusted Model,12919,2022-03-16,0.0900380924,0.0238798115,0.0265225,21,100
Market-Adjusted Model,12920,2022-03-16,0.0201779312,-0.041087401,-0.043337661,21,100
Market-Adjusted Model,12923,2022-03-16,0.0714491063,0.0128175352,0.0079335139,21,100
Market-Adjusted Model,12927,2022-03-16,-0.108983259,-0.15957703,-0.172498851,21,100
Market-Adjusted Model,12948,2022-03-16,-0.002611402,-0.06159308,-0.066126994,21,100
Market-Adjusted Model,12949,2022-03-16,0.0322057765,-0.029551623,-0.031309816,21,100
Market-Adjusted Model,12953,2022-03-16,0.0483475528,-0.015698245,-0.01516804,21,100
Market-Adjusted Model,12961,2022-03-16,0.1496401433,0.1321857061,0.0861245509,21,100
Market-Adjusted Model,12974,2022-03-16,0.085182504,0.0186477367,0.0216669116,21,100
Market-Adjusted Model,12975,2022-03-16,0.0604990568,-0.00317433,-0.003016536,21,100
Market-Adjusted Model,12978,2022-03-16,0.0767043648,0.0120732222,0.0131887724,21,100
Market-Adjusted Model,12979,2022-03-16,-0.013657079,-0.077690195,-0.077172672,21,100
Market-Adjusted Model,12980,2022-03-16,-0.024407764,-0.088451894,-0.087923356,21,100
Market-Adjusted Model,12981,2022-03-16,-0.07322599,-0.133678605,-0.136741582,21,100
Market-Adjusted Model,12982,2022-03-16,-0.061124754,-0.118110162,-0.124640347,21,100
Market-Adjusted Model,12991,2022-03-16,0.0116732071,-0.050137159,-0.051842385,21,100
Market-Adjusted Model,12994,2022-03-16,0.0794191054,0.015408091,0.015903513,21,100
Market-Adjusted Model,12996,2022-03-16,-0.029028683,-0.093348539,-0.092544276,21,100
Market-Adjusted Model,12997,2022-03-16,0.0744342875,0.0117263681,0.0109186951,21,100
Market-Adjusted Model,12998,2022-03-16,0.0463383592,-0.012261295,-0.017177233,21,100
Market-Adjusted Model,12999,2022-03-16,0.0408364609,-0.022025275,-0.022679132,21,100
Market-Adjusted Model,13000,2022-03-16,0.0685082727,0.0040301685,0.0049926803,21,100
Market-Adjusted Model,13001,2022-03-16,0.0648247202,0.0349280984,0.0013091277,21,100
Market-Adjusted Model,13002,2022-03-16,0.0003633803,-0.062386947,-0.063152212,21,100
Market-Adjusted Model,13006,2022-03-16,0.0157851908,-0.046040202,-0.047730402,21,100
Market-Adjusted Model,13007,2022-03-16,-0.032379941,-0.092527394,-0.095895533,21,100
Market-Adjusted Model,13016,2022-03-16,0.0439036705,-0.019374388,-0.019611922,21,100
Market-Adjusted Model,13019,2022-03-16,0.1489001971,0.0856753061,0.0853846047,21,100
Market-Adjusted Model,13023,2022-03-16,-0.006153012,-0.069408791,-0.069668604,21,100
Market-Adjusted Model,13024,2022-03-16,0.044316981,-0.019873422,-0.019198611,21,100
Market-Adjusted Model,13025,2022-03-16,-0.005973507,-0.068098786,-0.0694891,21,100
Market-Adjusted Model,13026,2022-03-16,0.0265412079,-0.036375347,-0.036974384,21,100
Market-Adjusted Model,13027,2022-03-16,0.0682660716,0.0030691817,0.0047504792,21,100
Market-Adjusted Model,13029,2022-03-16,0.1540996981,0.0835538453,0.0905841057,21,100
Market-Adjusted Model,13030,2022-03-16,-0.382989177,-0.505752882,-0.446504769,21,100
Market-Adjusted Model,13031,2022-03-16,-0.366868407,-0.477221365,-0.430384,21,100
Market-Adjusted Model,13032,2022-03-16,0.4138470114,0.3231875907,0.350331419,21,100
Market-Adjusted Model,13033,2022-03-16,0.0614042405,-0.003427962,-0.002111352,21,100
Market-Adjusted Model,13034,2022-03-16,0.1064876321,0.0414403966,0.0429720397,21,100
Market-Adjusted Model,13035,2022-03-16,0.0154448617,-0.045006699,-0.048070731,21,100
Market-Adjusted Model,13038,2022-03-16,0.0218502093,-0.016853611,-0.041665383,21,100
Market-Adjusted Model,13046,2022-03-16,0.1684775633,0.0969524228,0.1049619708,21,100
Market-Adjusted Model,13076,2022-03-16,0.0555105128,-0.00917507,-0.00800508,21,100
Market-Adjusted Model,13079,2022-03-16,0.0140624919,-0.036491762,-0.049453101,21,100
Market-Adjusted Model,13084,2022-03-16,0.1457010165,0.0763870322,0.0821854241,21,100
Market-Adjusted Model,13085,2022-03-16,0.032103116,-0.020866986,-0.031412476,21,100
Market-Adjusted Model,13089,2022-03-16,0.0010266528,-0.057942071,-0.06248894,21,100
Market-Adjusted Model,13092,2022-03-16,0.015187809,-0.043705562,-0.048327783,21,100
Market-Adjusted Model,13102,2022-03-16,0.0359453606,-0.025451112,-0.027570232,21,100
Market-Adjusted Model,13103,2022-03-16,0.0348157624,-0.012445093,-0.02869983,21,100
Market-Adjusted Model,13105,2022-03-16,0.0824538263,0.0178476343,0.0189382338,21,100
Market-Adjusted Model,13107,2022-03-16,-0.153846189,-0.190141329,-0.217361781,21,100
Market-Adjusted Model,13108,2022-03-16,-0.039900216,-0.088123103,-0.103415808,21,100
Market-Adjusted Model,13111,2022-03-16,0.0271115958,-0.027161233,-0.036403997,21,100
Market-Adjusted Model,13114,2022-03-16,-0.013876261,-0.060433432,-0.077391854,21,100
Market-Adjusted Model,13116,2022-03-16,0.1520397357,0.0894261597,0.0885241433,21,100
Market-Adjusted Model,13122,2022-03-16,0.0555771619,-0.001525676,-0.00793843,21,100
Market-Adjusted Model,13124,2022-03-16,0.0857702351,0.0356623214,0.0222546427,21,100
Market-Adjusted Model,13126,2022-03-16,0.0513577716,-0.010550402,-0.012157821,21,100
Market-Adjusted Model,13129,2022-03-16,0.1842933523,0.117933836,0.1207777599,21,100
Market-Adjusted Model,13130,2022-03-16,0.0711336608,0.0056585382,0.0076180684,21,100
Market-Adjusted Model,13131,2022-03-16,0.049846192,-0.013169791,-0.0136694,21,100
Market-Adjusted Model,13132,2022-03-16,0.0603796482,0.0035510076,-0.003135944,21,100
Market-Adjusted Model,13137,2022-03-16,-0.016252066,-0.080460921,-0.079767659,21,100
Market-Adjusted Model,13138,2022-03-16,-0.003597142,-0.067688486,-0.067112735,21,100
Market-Adjusted Model,13142,2022-03-16,-0.180231685,-0.222855299,-0.243747278,21,100
Market-Adjusted Model,13159,2022-03-16,-0.15060241,-0.193616529,-0.214118003,21,100
Market-Adjusted Model,13168,2022-03-16,0.143581062,0.0889591375,0.0800654696,21,100
Market-Adjusted Model,13169,2022-03-16,0.0244444748,-0.039183575,-0.039071118,21,100
Market-Adjusted Model,13176,2022-03-16,-0.029024526,-0.091966802,-0.092540119,21,100
Market-Adjusted Model,13180,2022-03-16,-0.075000027,-0.135662539,-0.138515619,21,100
Market-Adjusted Model,13181,2022-03-16,0.0822275155,0.02051219,0.0187119231,21,100
Market-Adjusted Model,13182,2022-03-16,0.0621735932,-0.001439419,-0.001341999,21,100
Market-Adjusted Model,13188,2022-03-16,-0.033442939,-0.09365262,-0.096958532,21,100
Market-Adjusted Model,13189,2022-03-16,0.0077073355,-0.055214381,-0.055808257,21,100
Market-Adjusted Model,13190,2022-03-16,0.0448073404,-0.019287297,-0.018708252,21,100
Market-Adjusted Model,13191,2022-03-16,0.0294279786,0.0674669117,0.0675545468,5,100
Market-Adjusted Model,13193,2022-03-16,0.0542765566,-0.007418147,-0.009239036,21,100
Market-Adjusted Model,13196,2022-03-16,-0.039097773,-0.096430802,-0.102613365,21,100
Market-Adjusted Model,13198,2022-03-16,0.0022733046,-0.058033394,-0.061242288,21,100
Market-Adjusted Model,13201,2022-03-16,-1.74538E-10,-0.063977509,-0.063515593,21,100
Market-Adjusted Model,13202,2022-03-16,0.2499999454,0.2280351367,0.186484353,21,100
Market-Adjusted Model,13206,2022-03-16,0.0135693221,-0.047995548,-0.04994627,21,100
Market-Adjusted Model,13210,2022-03-16,0.3872448569,0.3526177547,0.3237292645,21,100
Market-Adjusted Model,13211,2022-03-16,0.010449675,-0.041976058,-0.053065917,21,100
Market-Adjusted Model,13214,2022-03-16,0.0149856467,-0.044856315,-0.048529946,21,100
Market-Adjusted Model,13217,2022-03-16,0.0414754268,-0.019145762,-0.022040166,21,100
Market-Adjusted Model,13219,2022-03-16,0.0431998376,-0.018224967,-0.020315755,21,100
Market-Adjusted Model,13220,2022-03-16,0.0427557411,-0.020032055,-0.020759851,21,100
Market-Adjusted Model,13221,2022-03-16,0.0443044429,-0.01838733,-0.019211149,21,100
Market-Adjusted Model,13228,2022-03-16,0.0229994695,-0.03992987,-0.040516123,21,100
Market-Adjusted Model,13229,2022-03-16,-0.012889433,-0.074667888,-0.076405025,21,100
Market-Adjusted Model,13230,2022-03-16,0.0302593719,-0.030155099,-0.033256221,21,100
Market-Adjusted Model,13233,2022-03-16,0.0766575043,0.0136093978,0.0131419119,21,100
Market-Adjusted Model,13234,2022-03-16,0.0819981078,0.018749527,0.0184825154,21,100
Market-Adjusted Model,13235,2022-03-16,0.1237937932,0.0551894801,0.0602782008,21,100
Market-Adjusted Model,13236,2022-03-16,0.0738269208,0.0111745024,0.0103113284,21,100
Market-Adjusted Model,13240,2022-03-16,-0.039336693,-0.103867216,-0.102852285,21,100
Market-Adjusted Model,13241,2022-03-16,-0.028630218,-0.092673421,-0.092145811,21,100
Market-Adjusted Model,13242,2022-03-16,-0.037287415,-0.101860705,-0.100803007,21,100
Market-Adjusted Model,13244,2022-03-16,0.0632159079,0.0037648448,-0.000299684,21,100
Market-Adjusted Model,13245,2022-03-16,0.0204357853,-0.041402844,-0.043079807,21,100
Market-Adjusted Model,13246,2022-03-16,0.0692542091,0.0071894087,0.0057386167,21,100
Market-Adjusted Model,13249,2022-03-16,-0.002737193,-0.057640175,-0.066252785,21,100
Market-Adjusted Model,13252,2022-03-16,0.0518825557,-0.011166245,-0.011633037,21,100
Market-Adjusted Model,13253,2022-03-16,0.2855114001,0.2021523165,0.2219958077,21,100
Market-Adjusted Model,13254,2022-03-16,-0.010640847,-0.073895344,-0.074156439,21,100
Market-Adjusted Model,13260,2022-03-16,0.0631720151,0.0031481029,-0.000343577,21,100
Market-Adjusted Model,13262,2022-03-16,-0.1513917,-0.198747133,-0.214907293,21,100
Market-Adjusted Model,13265,2022-03-16,0.2236842334,0.2004999878,0.160168641,21,100
Market-Adjusted Model,13268,2022-03-16,-0.023543154,-0.080983729,-0.087058746,21,100
Market-Adjusted Model,13273,2022-03-16,-0.027522905,-0.091696295,-0.091038498,21,100
Market-Adjusted Model,13278,2022-03-16,-0.044844879,-0.104283604,-0.108360472,21,100
Market-Adjusted Model,13279,2022-03-16,0.0010009825,-0.041568813,-0.06251461,21,100
Market-Adjusted Model,13284,2022-03-16,0.0312551801,-0.029953778,-0.032260412,21,100
Market-Adjusted Model,13286,2022-03-16,0.1729051394,0.1089649474,0.109389547,21,100
Market-Adjusted Model,13293,2022-03-16,0.0538875275,-0.007267788,-0.009628065,21,100
Market-Adjusted Model,13296,2022-03-16,-0.037988625,-0.101273247,-0.101504218,21,100
Market-Adjusted Model,13300,2022-03-16,-0.034502364,-0.098986691,-0.098017956,21,100
Market-Adjusted Model,13301,2022-03-16,0.20486523,0.1424670458,0.1413496376,21,100
Market-Adjusted Model,13302,2022-03-16,-0.042489547,-0.10034717,-0.106005139,21,100
Market-Adjusted Model,13303,2022-03-16,0.1456531226,0.0796925639,0.0821375302,21,100
Market-Adjusted Model,13305,2022-03-16,0.1448122616,0.0761332488,0.0812966692,21,100
Market-Adjusted Model,13308,2022-03-16,3.168654E-10,-0.063850413,-0.063515592,21,100
Market-Adjusted Model,13310,2022-03-16,0.0268698826,-0.031933602,-0.03664571,21,100
Market-Adjusted Model,13315,2022-03-16,0.0886524871,0.0978506394,0.0251368947,21,100
Market-Adjusted Model,13318,2022-03-16,0.0199529452,-0.036209569,-0.043562647,21,100
Market-Adjusted Model,13321,2022-03-16,-0.115416372,-0.183578422,-0.178931964,21,100
Market-Adjusted Model,13322,2022-03-16,-0.006211949,-0.069966716,-0.069727542,21,100
Market-Adjusted Model,13323,2022-03-16,0.1526962796,0.0956037762,0.0891806872,21,100
Market-Adjusted Model,13324,2022-03-16,-0.085561481,-0.145018898,-0.149077074,21,100
Market-Adjusted Model,13325,2022-03-16,-0.012738923,-0.064193654,-0.076254515,21,100
Market-Adjusted Model,13326,2022-03-16,0.0486542431,-0.007523297,-0.014861349,21,100
Market-Adjusted Model,13328,2022-03-16,0.0151874556,-0.021895254,-0.048328137,21,100
Market-Adjusted Model,13332,2022-03-16,0.0582990409,-0.006395825,-0.005216552,21,100
Market-Adjusted Model,13337,2022-03-16,0.221641494,0.1542057414,0.1581259016,21,100
Market-Adjusted Model,13341,2022-03-16,0.0277498072,-0.034644119,-0.035765785,21,100
Market-Adjusted Model,13343,2022-03-16,0.132424496,0.0696720952,0.0689089036,21,100
Market-Adjusted Model,13344,2022-03-16,0.042849277,-0.020488404,-0.020666315,21,100
Market-Adjusted Model,13345,2022-03-16,-0.001486919,-0.064882334,-0.065002511,21,100
Market-Adjusted Model,13348,2022-03-16,-0.010071519,-0.073676034,-0.073587112,21,100
Market-Adjusted Model,13350,2022-03-16,0.1702127905,0.1072526295,0.1066971981,21,100
Market-Adjusted Model,13351,2022-03-16,0.0494747875,-0.014443536,-0.014040805,21,100
Market-Adjusted Model,13353,2022-03-16,0.1012297434,0.03445016,0.037714151,21,100
Market-Adjusted Model,13356,2022-03-16,0.0641353841,0.0050157961,0.0006197917,21,100
Market-Adjusted Model,13357,2022-03-16,-0.022083823,-0.085155207,-0.085599416,21,100
Market-Adjusted Model,13360,2022-03-16,0.0753606808,0.0101094008,0.0118450884,21,100
Market-Adjusted Model,13361,2022-03-16,0.0124466019,-0.051394374,-0.05106899,21,100
Market-Adjusted Model,13364,2022-03-16,0.0207162283,-0.04269815,-0.042799364,21,100
Market-Adjusted Model,13366,2022-03-16,0.0315085661,-0.030585332,-0.032007026,21,100
Market-Adjusted Model,13369,2022-03-16,0.3359999603,0.2697732296,0.2724843679,21,100
Market-Adjusted Model,13375,2022-03-16,-0.20717131,-0.283388755,-0.270686903,21,100
Market-Adjusted Model,13376,2022-03-16,0.1244979657,0.0924431301,0.0609823733,21,100
Market-Adjusted Model,13379,2022-03-16,0.2192379871,0.1499919196,0.1557223947,21,100
Market-Adjusted Model,13380,2022-03-16,0.0678354111,0.0029949284,0.0043198187,21,100
Market-Adjusted Model,13382,2022-03-16,0.0686925898,0.0092239676,0.0051769974,21,100
Market-Adjusted Model,13386,2022-03-16,-0.005955282,-0.069296837,-0.069470874,21,100
Market-Adjusted Model,13387,2022-03-16,0.0044471355,-0.058407141,-0.059068457,21,100
Market-Adjusted Model,13393,2022-03-16,0.0004133468,-0.061128282,-0.063102246,21,100
Market-Adjusted Model,13395,2022-03-16,0.1036339167,0.0384257767,0.0401183242,21,100
Market-Adjusted Model,13399,2022-03-16,-0.239183693,-0.289616763,-0.302699286,21,100
